,구,동,구분,단지명,세대수,사용검사일,도로명주소,nm,x,y
0,수지구,죽전동,임대,용인 죽전 경기행복주택,85,20220826,수지구,경기 용인시 수지구,127.097681729933,37.3221152975625
1,수지구,신봉동,분양,수지스카이뷰푸르지오,363,20220628,수지구 신봉3로7번길 31,경기 용인시 수지구 신봉동 1034,127.069530080233,37.3268168643055
2,수지구,신봉동,분양,힐스테이트 광교산,789,20220429,신봉동 신봉도시개발구역 7블럭,경기 용인시 수지구 신봉동 1025,127.0679618502262,37.33319176542239
3,수지구,동천동,분양,한화 포레나 수지동천,293,20220221,수지구 동천동 349-10번지 일원,경기 용인시 수지구 동천동 349-10,127.09347759458963,37.34003120193278
4,기흥구,언남동,분양,힐스테이트 구성,699,(20210731~20230730),기흥구 용인향교로 29,경기 용인시 기흥구 언남동 315,127.119286924919,37.2974293956629
5,기흥구,동백동,분양,신동백 두산위브더제니스,1187,20210630,기흥구 동백죽전대로 507,경기 용인시 기흥구 동백동 694,127.150608535392,37.2830246609485
6,수지구,죽전동,분양,죽전역 솔하임,234,20210309,수지구 정든로 5,경기 용인시 수지구 죽전동 1088-2,127.113540494502,37.3275054456876
7,수지구,상현동,분양,광교상현 솔하임,224,20210204,수지구 상현로 6,경기 용인시 수지구 상현동 1219,127.074650278871,37.3025115899845
8,수지구,성복동,분양,성복역 롯데캐슬 클라시엘(파크나인2차),1094,20210129,수지구 성복1로 35,경기 용인시 수지구 성복동 819,127.073779230336,37.3142264047401
9,수지구,죽전동,분양,까뮤이스테이트,193,20200831,수지구 용구대로 2793,경기 용인시 수지구 죽전동 1493,127.108437717828,37.33487391199
10,수지구,성복동,분양,성복역롯데캐슬파크나인1차,534,20200630,성복1로 13,경기 용인시 수지구 성복동 814,127.073791408878,37.3108741881584
11,수지구,동천동,분양,더샵 동천이스트포레,980,20200814,수지구 수풍로 89,경기 용인시 수지구 동천동 산 151-2,127.090813807316,37.3328305263887
12,수지구,상현동,분양,상현더샵파크사이드,479,2019.08.28,수지구 만현로67번길 20,경기 용인시 수지구 상현동 1214,127.088522841076,37.3082964964469
13,기흥구,영덕동,분양,기흥힉스유타워,230,2019.11.01,기흥구 중부대로 184,경기 용인시 기흥구 영덕동 1315,127.090689370086,37.2691613298833
14,기흥구,신갈동,분양,이안두드림,297,2019.9.10,기흥구 중부대로 376,경기 용인시 기흥구 신갈동 68-6,127.108875146108,37.2714574421973
15,처인구,남사면 아곡리,분양,e편한 세상 용인 파크카운티,75,20190628,처인구 남사면 한숲로33번길 36,경기 용인시 처인구 남사읍 아곡리 686,127.167109985309,37.1546270499204
16,수지구,동천동,분양,동천파크자이,388,20190730,수지구 동천로153번길 79,경기 용인시 수지구 동천동 930,127.090060938532,37.3321602839599
17,수지구,성복동,분양,성복역 롯데캐슬 골드타운,2356,20190630,수지구 성복2로 10,경기 용인시 수지구 성복동 789,127.083106430916,37.3112648289337
18,기흥구,보라동,분양,보라효성해링턴플레이스,970,20190529,기흥구 사은로84번길 10,경기 용인시 기흥구 보라동 660,127.113437206674,37.2540844951938
19,수지구,동천동,분양,동천자이2차,1057,20190530,수지구 고기로45번길 40-18,경기 용인시 수지구 동천동 164-4,127.094892462148,37.341437124213
20,기흥구,신갈동,분양,신흥덕 롯데캐슬레이시티,1597,20190429,기흥구 신정로 25,경기 용인시 기흥구 신갈동 736,127.101431429455,37.2730954778418
21,처인구,역북동,분양,역북신원아침도시,452,20190201,처인구 낙은로 11,경기 용인시 처인구 역북동 795,127.197317788422,37.2385704552006
22,처인구,김량장동,분양,용인 에스원 스마트빌,299,20140630,백옥대로 1104,경기 용인시 처인구 김량장동 63-9,127.209391465262,37.2341415411794
23,기흥구,영덕동,분양,기흥 효성해링턴플레이스,1679,20190329,기흥구 영덕대로2077번길 33,경기 용인시 기흥구 영덕동 1267,127.09648600251971,37.26486436672898
24,수지구,풍덕천동,분양,수지파크푸르지오,430,20190328,수지구 풍덕천로171번길 9,경기 용인시 수지구 풍덕천동 1223,127.099244427714,37.3268290106252
25,수지구,성복동,분양,성복역KCC스위첸,188,20190322,수지구 성복1로 62,경기 용인시 수지구 성복동 167,127.072942564189,37.3152131053821
26,처인구,김량장동,임대,용인김량장행복주택,70,20190201,처인구 금령로 40번길 15-5,경기 용인시 처인구 김량장동 338-7,127.201462243704,37.2335721387863
27,처인구,김량장동,분양,유메이드 주상복합,299,20170210,처인구 금령로 43,경기 용인시 처인구 김량장동 254-158,127.201120887894,37.2350929624375
28,처인구,양지면 남곡리,분양,양지포레스토리,174,20190117,처인구 양지면 은이로 85,경기 용인시 처인구 양지면 남곡리 898,127.278730828863,37.2237979176946
29,수지구,성복동,분양,용인성복서희스타힐스애비뉴,174,20180921,수지구 성복1로 80,경기 용인시 수지구 성복동 168-10,127.071267962717,37.3156726620216
30,기흥구,중동,분양,하우스디 동백 카바나,284,20190221,기흥구 동백죽전대로 527번길 34,경기 용인시 기흥구 중동 1100,127.147124111918,37.2852183858318
31,수지구,신봉동,분양,수지신봉동도센트리움,184,20190131,수지구 신봉3로 6,경기 용인시 수지구 신봉동 965,127.067261275289,37.3283036176158
32,기흥구,신갈동,분양,삼익 리베리움,171,20170608,기흥구 갈천로7번길 47,경기 용인시 기흥구 신갈동 71-35,127.104723385184,37.2703384908712
33,수지구,풍덕천동,분양,한샘 더랜드마크,220,20181129,수지구 포은대로 477,경기 용인시 수지구 풍덕천동 82-9,127.101826107888,37.3240902915367
34,처인구,김량장동,분양,용인웰메이드시티,299,20180814,처인구 금령로 106번길 14-8,경기 용인시 처인구 김량장동 84-3,127.207243318428,37.2345837683508
35,수지구,동천동,분양,동천 자이,1437,20180830,수지구 동천동 고기로 89,경기 용인시 수지구 동천동 105-3,127.091532269053,37.3447488936611
36,수지구,동천동,분양,동천 더샵 파크사이드,330,20180803,수지구 동천로 178번길 4,경기 용인시 수지구 동천동 917,127.085451689556,37.3385802147712
37,수지구,죽전동,분양,죽전 효성해링턴플레이스,113,20180228,수지구 용구대로 2750,경기 용인시 수지구 죽전동 1492,127.109477369629,37.3312486466949
38,기흥구,구갈동,분양,기흥역 더샵 주상복합,1219,20181109,기흥구 기흥역로 53번길 78,경기 용인시 기흥구 구갈동 661,127.11808841278624,37.27336413237066
39,기흥구,구갈동,분양,힐스테이트 기흥,976,20180824,기흥구 기흥역로 63,경기 용인시 기흥구 구갈동 660,127.118778508807,37.2748427696292
40,기흥구,신갈동,분양,기흥우방아이유쉘,400,20180823,신정로41번길 31,경기 용인시 기흥구 신갈동 734,127.100799752645,37.2764366237461
41,기흥구,동백동,분양,동백라온프라이빗 테리스파크,133,20180803,기흥구 동백8로 160,경기 용인시 기흥구 동백동 588,127.166144869327,37.2805825136151
42,기흥구,구갈동,분양,기흥역세권 파크푸르지오 주상복합,768,20150711,기흥구 기흥역로58번길 56,경기 용인시 기흥구 구갈동 663,127.120450974178,37.2718101606869
43,처인구,완장리,분양,용인 한숲시티 6블럭,1784,20180627,처인구 남사면 한숲로 84,경기 용인시 처인구 남사읍 완장리 954,127.173656345397,37.1561090694356
44,처인구,아곡리,분양,용인 한숲시티 5블럭,2336,20180627,처인구 남사면 한숲로 83,경기 용인시 처인구 남사읍 아곡리 681,127.170126776434,37.1581701311615
45,처인구,완장리,분양,용인 한숲시티 4블럭,710,20180627,처인구 남사면 한숲로 124,경기 용인시 처인구 남사읍 완장리 952,127.175501302175,37.1591118282048
46,처인구,완장리,분양,용인 한숲시티 3블럭,1449,20180627,처인구 남사면 한숲로 123,경기 용인시 처인구 남사읍 완장리 949,127.172057132033,37.1601463360453
47,처인구,완장리,분양,용인 한숲시티 2블럭,446,20180627,처인구 남사면 한숲로 137,경기 용인시 처인구 남사읍 완장리 945,127.173948565082,37.161355406237
48,기흥구,구갈동,분양,기흥역세권 센트럴푸르지오 주상복합,1316,20180622,기흥역로58번길 10,경기 용인시 기흥구 구갈동 662,127.119029735417,37.2739931969359
49,처인구,역북동,분양,역북 동원로얄듀크,842,20180622,처인구 명지로16번길 26,경기 용인시 처인구 역북동 734,127.185291322676,37.2356068835221
50,처인구,고림동,분양,양우내안애 에듀파크 아파트,737,20180427,경안천로 112,경기 용인시 처인구 고림동 1005,127.214857565402,37.2418513585198
51,수지구,성복동,분양,광교상현 꿈에그린,639,20180228,수지로 17,경기 용인시 수지구 상현동 1206,127.072617824971,37.3065828331701
52,수지구,성복동,분양,수지성복 효성해링턴코트,236,20180228,성복1로281번길 20,경기 용인시 수지구 성복동 787,127.052135737832,37.3252174638868
53,기흥구,구갈동,분양,기흥역 롯데캐슬 레이시티,260,20171129,기흥구 기흥역로 9,경기 용인시 기흥구 구갈동 657,127.115337289593,37.2748218442608
54,기흥구,구갈동,분양,기흥역세권 지웰푸르지오 주상복합,561,20171129,기흥구 기흥역로16번길 ,경기 용인시 기흥구 구갈동 658,127.11439446632804,37.27318755139998
55,처인구,역북동,분양,역북 지웰푸르지오,1259,20171124,명지로40번길 35-16,경기 용인시 처인구 역북동 809,127.182243414418,37.2306890205109
56,처인구,역북동,분양,우미린 센트럴파크,1260,20171124,명지로16번길 25,경기 용인시 처인구 역북동 736,127.185165049744,37.2332338175126
57,기흥구,서천동,분양,서천효성해링턴플레이스,458,20171101,기흥구 서그내로 31,경기 용인시 기흥구 서천동 834,127.075235718937,37.2451107968065
58,처인구,역북동,분양,골드클래스,623,20170929,처인구 명지로40번길 35-29,경기 용인시 처인구 역북동 808,127.184400660885,37.2308219194505
59,수지구,풍덕천동,분양,수지 e편한세상 주상복합,1237,20170825,수지구 포은대로 313번길 7-10,경기 용인시 수지구 풍덕천동 1209,127.083890038258,37.3166948096886
60,기흥구,마북동,분양,용인 마북 신원아침도시 아파트,180,20170731,마북로247번길 3,경기 용인시 기흥구 마북동 654,127.130507821299,37.3092277880156
61,기흥구,동백동,분양,동백코아루스칸디나하우스,98,20170728,동백7로 128,경기 용인시 기흥구 동백동 665,127.163467495906,37.2789703181812
62,기흥구,서천동,분양,영통로 효성해링턴플레이스,640,20170629,서그내로16번길 30,경기 용인시 기흥구 서천동 828,127.070332164053,37.2454907178065
63,수지구,상현동,분양,레이크포레,235,20170623,광교호수로 431,경기 용인시 수지구 상현동 1204,127.08416392288,37.3026023385572
64,수지구,성복동,분양,아이비힐,66,20170615,성복1로249번길 5,경기 용인시 수지구 성복동 783,127.058508055691,37.3222466623203
65,수지구,신봉동,분양,광교산 한양수자인 더킨포크,294,20170526,수지구 태봉로 17,경기 용인시 수지구 신봉동 1024,127.057444452313,37.3346648490018
66,기흥구,마북동,분양,구성 지음재 아파트,80,20170524,기흥구 구성로53번길 8,경기 용인시 기흥구 마북동 653,127.115895542576,37.2956437567068
67,수지구,상현2동,분양,수지 동도센트리움,168,20170331,수지구 이현로 125,경기 용인시 수지구 상현동 1203,127.090448351574,37.3128965349075
68,처인구,역북동,임대,역북2단지 우남퍼스트빌,505,20161024,용인시 처인구 낙은로 59 (역북동),경기 용인시 처인구 역북동 787,127.196679365345,37.2415236089635
69,처인구,역북동,임대,역북1단지 우남퍼스트빌,409,20161024,용인시 처인구 낙은로 60 (역북동),경기 용인시 처인구 역북동 781,127.196863141001,37.2427209713758
70,기흥구,동백동,분양,하우스디 동백테라스,90,20170102,경기도 용인시 기흥구 동백7로107번길 10 (동백동),경기 용인시 기흥구 동백동 590,127.163504777052,37.2807754978567
71,기흥구,중동,분양,신동백 동도센트리움,254,20161214,경기도 용인시 기흥구 언동로 201 (중동),경기 용인시 기흥구 중동 1146,127.14406153734187,37.27756575613481
72,기흥구,마북동,분양,구성역 효성해링턴 플레이스,296,20161123,경기도 용인시 기흥구 구성로 53번길 20 (마북동),경기 용인시 기흥구 마북동 651,127.115990695904,37.2967224748154
73,기흥구,서천동,분양,힐스테이트 서천,754,20160929,용인시 기흥구 서천동로 22 (서천동),경기 용인시 기흥구 서천동 801,127.075684044275,37.238322395798
74,처인구,천리,분양,용인 에이스카운티,430,20160808,경기도 용인시 처인구 이동읍 백옥대로 737,경기 용인시 처인구 이동읍 천리 1142,127.208654696125,37.2022773855101
75,기흥구,보정동,분양,죽전 1차 힐데스하임,40,20160729,경기도 용인시 기흥구 신촌로 93 (보정동),경기 용인시 기흥구 보정동 1308,127.114780162106,37.3057658215562
76,수지구,상현동,분양,용인 수지 휴엔하임,112,20160411,"수지구 상현로 152 (상현동, 수지 휴엔하임아파트)",경기 용인시 수지구 상현동 1201,127.084444773129,37.3106673064006
77,기흥구,서천동,분양,서천2차IPARK,289,20160226,"기흥구 서천동로21번길 11-22 (서천동, 서천2차 아이파크)",경기 용인시 기흥구 서천동 755,127.076805390304,37.2404386807371
78,수지구,풍덕천동,분양,래미안수지 이스트파크,845,2015.10.29.,"수지구 신수로683번길 19 (풍덕천동, 래미안 이스트파크)",경기 용인시 수지구 풍덕천동 1198,127.099313461978,37.329987610414
79,기흥구,보정동 ,분양,보정동 샬레파인비스타,155,2015.11.12.,"기흥구 진산로 140 (보정동, 죽전역샬레파인비스타)",경기 용인시 기흥구 보정동 1401,127.101697126542,37.3216459905545
80,수지구,풍덕천동,분양,수지 삼성 1차아파트,576,1994.12.20,"수지구 수풍로 13 (풍덕천동, 삼성래미안1차아파트)",경기 용인시 수지구 풍덕천동 693,127.087861493609,37.3264294824777
81,수지구,풍덕천동,분양,수지 한성아파트,774,1995.03.28,"수지구 문정로 55 (풍덕천동, 한성아파트)",경기 용인시 수지구 풍덕천동 698-2,127.092174417062,37.3257210533848
82,수지구,풍덕천동,분양,수지 건영아파트,190,1995.02.24,"수지구 수풍로23번길 25 (풍덕천동, 건영아파트)",경기 용인시 수지구 풍덕천동 694,127.086358717652,37.3270146379688
83,수지구,풍덕천동,분양,수지 삼성2차아파트,420,1995.12.06,"수지구 수풍로 38 (풍덕천동, 삼성2차아파트)",경기 용인시 수지구 풍덕천동 692-1,127.091844384411,37.326731637609
84,수지구,풍덕천동,분양,수지 보원아파트,619,1994.12.22,"수지구 수풍로 16 (풍덕천동, 토월마을보원아파트)",경기 용인시 수지구 풍덕천동 692,127.091193519229,37.3261174567638
85,수지구,풍덕천동,분양,수지 동부아파트,612,1995.07.31,"수지구 수지로 323 (풍덕천동, 1지구동부아파트)",경기 용인시 수지구 풍덕천동 691,127.093261635609,37.3274629781328
86,수지구,풍덕천동,분양,수지 동문아파트,368,1994.12.20,"수지구 수풍로 47 (풍덕천동, 동문아파트)",경기 용인시 수지구 풍덕천동 690,127.091139488863,37.3290253093973
87,수지구,풍덕천동,분양,우성그린빌,100,1997.08.30,"수지구 수지로 398 (풍덕천동, 수지우성그린빌라)",경기 용인시 수지구 풍덕천동 687-1,127.098472375352,37.3310096327932
88,수지구,풍덕천동,분양,수지 삼익풍림동아 아파트,1620,1994.12.20,"수지구 문인로 59 (풍덕천동, 퍼스트빌리지아파트)",경기 용인시 수지구 풍덕천동 664,127.096963739196,37.3316072715362
89,수지구,죽전동,분양,창죽마을 월드메르디앙아파트,47,2008.08.21,"수지구 용구대로2771번길 28 (죽전동, 창죽마을 월드메르디앙)",경기 용인시 수지구 죽전동 1481,127.105438966476,37.3335913917075
90,수지구,죽전동,분양,도담마을 휴먼빌,260,2010.06.11(2010.04.16),"수지구 대지로 77 (죽전동, 도담마을 휴먼빌 아파트)",경기 용인시 수지구 죽전동 1483,127.117644579167,37.3300300919113
91,수지구,죽전동,분양,죽전역 월드메르디앙,104,2010.05.27,"수지구 달맞이로 13 (죽전동, 죽전역 월드메르디앙)",경기 용인시 수지구 죽전동 1488,127.112696820131,37.3264961952767
92,수지구,풍덕천동,분양,수지CJ빌리지,36,2000.11.09,"수지구 수풍로 62 (풍덕천동, CJ빌리지)",경기 용인시 수지구 풍덕천동 19-1,127.09374989582,37.3294952303923
93,수지구,풍덕천동,분양,원흥아파트,50,1985.11.09,"수지구 풍덕천로171번길 3 (풍덕천동, 원흥맨션)",경기 용인시 수지구 풍덕천동 62-5,127.099204527092,37.3256586932153
94,수지구,풍덕천동,분양,수지 동보4차아파트,174,2000.04.28,"수지구 풍덕천로30번길 20 (풍덕천동, 두성마을동보4차아파트)",경기 용인시 수지구 풍덕천동 240-3,127.087268518805,37.316426291098
95,수지구,풍덕천동,분양,수지 동보3차아파트,279,1999.03.26(1998.12.28),"수지구 정평로13번길 20 (풍덕천동, 동보3차아파트)",경기 용인시 수지구 풍덕천동 504-10,127.087013031429,37.3172407435084
96,수지구,풍덕천동,분양,수지 삼성4차아파트,1137,1994.12.20,"수지구 수풍로 90 (풍덕천동, 삼성래미안4차아파트)",경기 용인시 수지구 풍덕천동 663-1,127.093516684522,37.330418161595
97,수지구,풍덕천동,분양,수지 한국아파트,416,1995.06.19,"수지구 정평로 116 (풍덕천동, 한국아파트)",경기 용인시 수지구 풍덕천동 699,127.093535019528,37.3236363477992
98,수지구,풍덕천동,분양,수지 현대1차아파트,1168,1994.12.20,"수지구 수지로342번길 18 (풍덕천동, 현대아파트)",경기 용인시 수지구 풍덕천동 700-1,127.09359437228,37.326643947419
99,수지구,풍덕천동,분양,정자뜰마을 태영데시앙 1차아파트,648,2004.04.23(2003.12.20.),"수지구 수지로 166 (풍덕천동, 정자뜰마을태영데시앙1차아파트)",경기 용인시 수지구 풍덕천동 1183,127.08296384069,37.3155734951697
100,수지구,풍덕천동,분양,진산마을 삼성7차,501,2002.11.09,"수지구 진산로34번길 29 (풍덕천동, 진산마을삼성래미안7차아파트)",경기 용인시 수지구 풍덕천동 1180-1,127.095881780815,37.3152042209919
101,수지구,풍덕천동,분양,진산마을 삼성6차,343,2002.02.21,"수지구 진산로 108 (풍덕천동, 진산마을삼성래미안6차아파트)",경기 용인시 수지구 풍덕천동 1168-2,127.099705663246,37.3187927615522
102,수지구,풍덕천동,분양,진산마을 삼성5차,1828,2003.07.28(2001.07.28),"수지구 진산로 90 (풍덕천동, 진산마을삼성래미안5차아파트)",경기 용인시 수지구 풍덕천동 1168-1,127.096895666794,37.3168198499541
103,수지구,풍덕천동,분양,신정마을 현대성우A,1239,1999.11.19,"수지구 풍덕천로 52 (풍덕천동, 현대성우아파트)",경기 용인시 수지구 풍덕천동 1112,127.090813615263,37.3175763161289
104,수지구,풍덕천동,분양,신정마을 9단지 주공A,812,2000.05.04,"수지구 풍덕천로 76 (풍덕천동, 주공9단지아파트)",경기 용인시 수지구 풍덕천동 1104,127.09087798744,37.3199747278095
105,수지구,풍덕천동,분양,신정마을 주공1단지아파트,1044,2000.03.31,"수지구 풍덕천로 91 (풍덕천동, 주공1단지아파트)",경기 용인시 수지구 풍덕천동 1065,127.091568069816,37.3210632746953
106,수지구,풍덕천동,분양,신정마을 7단지상록,670,2000.01.31,"수지구 풍덕천로 75 (풍덕천동, 신정마을상록아파트)",경기 용인시 수지구 풍덕천동 1060,127.09049097484,37.3205039309399
107,수지구,풍덕천동,분양,신정마을 6단지상록,393,2000.01.31,"수지구 풍덕천로 33 (풍덕천동, 신정마을6단지아파트)",경기 용인시 수지구 풍덕천동 1028,127.086478742702,37.3189183191966
108,수지구,풍덕천동,분양,신정마을 진흥아파트,414,1999.12.13,"수지구 풍덕천로 19 (풍덕천동, 진흥아파트)",경기 용인시 수지구 풍덕천동 1027,127.085303522814,37.3193195915051
109,수지구,풍덕천동,분양,신정마을 우성A,443,2000.05.13,"수지구 정평로 41 (풍덕천동, 우성아파트)",경기 용인시 수지구 풍덕천동 1025,127.085893402078,37.3197733757524
110,수지구,풍덕천동,분양,신정마을 성지A,538,2000.05.27,"수지구 정평로 61 (풍덕천동, 신정마을성지아파트)",경기 용인시 수지구 풍덕천동 1021,127.086341106584,37.3218783140646
111,수지구,풍덕천동,분양,신정마을 극동.임광A,424,2000.05.26,"수지구 정평로 73 (풍덕천동, 극동스타클래스, 임광그대가아파트)",경기 용인시 수지구 풍덕천동 1018,127.089196068087,37.3225443124245
112,수지구,풍덕천동,분양,신정마을 현대프라임,462,2000.02.29,"수지구 정평로 89 (풍덕천동, 신정마을현대프라임아파트)",경기 용인시 수지구 풍덕천동 1014,127.089396011329,37.3234189743597
113,수지구,풍덕천동,분양,수지 동보1차아파트,470,1995.04.07,"수지구 풍덕천로 161  (풍덕천동, 수지마을동보아파트) ",경기 용인시 수지구 풍덕천동 703,127.098505591896,37.3262889185527
114,수지구,풍덕천동,분양,수지진산마을푸르지오,438,2012.07.27,수지구 진산로34번길 24 (풍덕천동),경기 용인시 수지구 풍덕천동 1191,127.093682486019,37.3142775569728
115,수지구,풍덕천동,분양,정자뜰마을 태영데시앙 2차아파트,249,2006.04.18(2005.10.21),"수지구 풍덕천로22번길 67 (풍덕천동, 태영데시앙아파트)",경기 용인시 수지구 풍덕천동 1186,127.082291135141,37.3141215879111
116,수지구,풍덕천동,분양,수지푸르지오 월드마크,198,2013.05.24.,수지구 포은대로 467,경기 용인시 수지구 풍덕천동 1195,127.100817588259,37.3236036964448
117,수지구,신봉동,분양,광교산 자이아파트,445,2015.04.23.,"수지구 신봉2로 93 (신봉동, 광교산자이)",경기 용인시 수지구 신봉동 960,127.071580025863,37.3285439119413
118,수지구,신봉동,분양,수지웰스톤시티,265,2015.04.23.,수지구 신봉2로 60 (신봉동),경기 용인시 수지구 신봉동 925,127.074640193937,37.3277943445971
119,수지구,동천동 ,분양,동천파크뷰,79,2014.08.08.,수지구 신수로783번길 36,경기 용인시 수지구 동천동 969,127.099436303189,37.341517458525
120,수지구,죽전동,임대,내대지마을 주공2단지아파트,136,2005.07.20,"수지구 대지로 158  (죽전동, 내대지마을주공2단지)",경기 용인시 수지구 죽전동 1226,127.126750859764,37.3290161271195
121,수지구,죽전동,임대,성현마을 주공3단지아파트,388,2005.07.20,"수지구 죽전로193번길 11  (죽전동, 성현마을주공3단지아파트)",경기 용인시 수지구 죽전동 1233,127.12398209004,37.3268391943815
122,수지구,죽전동,임대,도담마을 주공8단지아파트,643,2005.08.05,수지구 죽전로27번길 60  (죽전동) ,경기 용인시 수지구 죽전동 1279,127.112287195228,37.325852256569
123,수지구,죽전동,임대,내대지마을 주공아파트,225,2006.04.17,"수지구 디지털벨리로 21  (죽전동, 내대지마을주공5단지)",경기 용인시 수지구 죽전동 1367,127.132348302732,37.329872375806
124,수지구,상현동,임대,휴먼시아아파트(광교),1117,2011.11.16.,"수지구 광교마을로 90  (상현동, 광교마을휴먼시아41단지)",경기 용인시 수지구 상현동 1135,127.075593136434,37.2952051161118
125,수지구,상현동,임대,광교마을 45단지,672,2014.01.29.,수지구 광교마을로 11,경기 용인시 수지구 상현동 1113,127.063489837285,37.298078336053
126,수지구,신봉동,분양,신봉마을 LG빌리지5차 A단지,532,2002.08.31,"수지구 신봉1로 110 (신봉동, 신봉마을엘지빌리지5차아파트)",경기 용인시 수지구 신봉동 870,127.074112207154,37.3272833406666
127,수지구,신봉동,분양,신봉마을 동부센트레빌 6단지,450,2010.09.24,"수지구 신봉1로 216 (신봉동, 신봉마을센트레빌6차)",경기 용인시 수지구 신봉동 946,127.064921731677,37.3331820295127
