,구,동,구분,단지명,세대수,사용검사일,도로명주소,nm,x,y
128,수지구,성복동,분양,성동마을 LG빌리지2차,758,2001.03.03,"수지구 수지로113번길 15 (성복동, 성동마을엘지빌리지2차아파트)",경기 용인시 수지구 성복동 90,127.075416893363,37.3130870956522
129,수지구,성복동,분양,성동마을 강남빌리지,428,2001.02.19,"수지구 수지로113번길 16 (성복동, 강남빌리지)",경기 용인시 수지구 성복동 84,127.076894709505,37.3144340019255
130,수지구,성복동,분양,용인 성복아이파크,351,2012.07.17(12.05.31),"수지구 성복1로 222 (성복동, 용인성복아이파크아파트)",경기 용인시 수지구 성복동 780,127.061648169477,37.3221480267536
131,수지구,성복동,분양,버들치마을 성복 힐스테이트 1차,645,2011.07.01,"수지구 성복1로 91 (성복동, 버들치마을성복힐스테이트1차아파트)",경기 용인시 수지구 성복동 771,127.069715242799,37.3147348895475
132,수지구,죽전동,분양,창죽마을 수지 벽산2단지,684,1997.09.27,"수지구 용구대로2771번길 66 (죽전동, 벽산2단지아파트)",경기 용인시 수지구 죽전동 832-1,127.105404087376,37.3351174990364
133,수지구,성복동,분양,버들치마을 성복자이2차,783,2011.10.28(2010.12.03),"수지구 성복2로 251 (성복동, 성복자이2차)",경기 용인시 수지구 성복동 767,127.061245659132,37.3188611757842
134,수지구,신봉동,분양,신봉마을 LG빌리지5차 B단지,556,2002.08.31,"수지구 신봉1로 112-2 (신봉동, 신봉마을엘지빌리지5차아파트)",경기 용인시 수지구 신봉동 870,127.073092369229,37.3259211635098
135,수지구,신봉동,분양,신봉마을 LG자이 1차,1990,2004.02.17,"수지구 신봉2로 26 (신봉동, LG신봉자이1차아파트)",경기 용인시 수지구 신봉동 873,127.077699444274,37.3254455462494
136,수지구,죽전동,분양,창죽마을 벽산첼시빌아파트,179,2001.09.29,"수지구 용구대로2771번길 88 (죽전동, 벽산첼시빌아파트)",경기 용인시 수지구 죽전동 1111,127.105331686143,37.3374920497986
137,수지구,죽전동,분양,대지마을 2차 현대홈타운 ,346,2001.08.02,"수지구 현암로 54 (죽전동, 현대홈타운2차아파트)",경기 용인시 수지구 죽전동 1110,127.114653204506,37.3312019365771
138,수지구,죽전동,분양,현암마을 대우넷씨빌아파트,119,2000.10.13,"수지구 용구대로 2724 (죽전동, 현암마을 대우넷시빌아파트)",경기 용인시 수지구 죽전동 1003-60,127.110910589723,37.3288525500023
139,수지구,죽전동,분양,현암마을 동성2차아파트,838,1999.05.13,"수지구 용구대로 2720 (죽전동, 동성2차아파트)",경기 용인시 수지구 죽전동 1003-8,127.109356906504,37.3289448201755
140,수지구,죽전동,분양,창죽마을 벽산4단지,465,1999.03.17,"수지구 용구대로2801번길 41 (죽전동, 블루밍벽산4단지아파트)",경기 용인시 수지구 죽전동 952,127.104737615065,37.3342846372483
141,수지구,죽전동,분양,창죽마을 수지 벽산3단지(302-305동),266,1997.09.24,"수지구 용구대로2801번길 17 (죽전동, 블루밍벽산3단지아파트)",경기 용인시 수지구 죽전동 941,127.106402849571,37.3345563440036
142,수지구,죽전동,분양,죽전아이뷰,432,1999.08.30,"수지구 현암로 3 (죽전동, 죽전아이뷰아파트)",경기 용인시 수지구 죽전동 883-1,127.110200608355,37.3325339272573
143,수지구,죽전동,분양,도담마을 아이파크,360,1998.12.18,"수지구 대지로 82 (죽전동, 도담마을아이파크)",경기 용인시 수지구 죽전동 331,127.117399191309,37.329249591719
144,수지구,죽전동,분양,창죽마을 수지 벽산3단지(301동),159,1997.09.24,"수지구 용구대로2801번길 16 (죽전동, 블루밍벽산3단지아파트)",경기 용인시 수지구 죽전동 855,127.10689101026,37.3353598938799
145,수지구,죽전동,분양,도담마을 7단지 뜨리에체아파트,430,1999.02.27,"수지구 푸른솔로 49 (죽전동, 도담마을7단지뜨리에체아파트)",경기 용인시 수지구 죽전동 414,127.1150844626,37.3247649963642
146,수지구,죽전동,분양,대지마을 대주한신아파트,311,1998.04.24,"수지구 대지로 27 (죽전동, 한신아파트)",경기 용인시 수지구 죽전동 453-1,127.113118995999,37.3281317963022
147,수지구,죽전동,분양,대지마을 수지길훈1차아파트,336,1999.02.27,"수지구 대지로 19 (죽전동, 길훈1차아파트)",경기 용인시 수지구 죽전동 454,127.111813264774,37.327872639172
148,수지구,죽전동,분양,대지마을 죽전퍼스트하임,480,1999.02.20,"수지구 대지로 49 (죽전동, 죽전퍼스트하임아파트)",경기 용인시 수지구 죽전동 488,127.114051642154,37.3298362838424
149,수지구,죽전동,분양,죽전 현대1차아파트,702,1999.04.14,"수지구 죽전로 244 (죽전동, 현대1차아파트)",경기 용인시 수지구 죽전동 89-1,127.130723409382,37.3324293267349
150,수지구,죽전동,분양,죽전 동성1차,684,1997.06.19,"수지구 용구대로 2742 (죽전동, 동성1차아파트)",경기 용인시 수지구 죽전동 501,127.110109228916,37.3299184981879
151,수지구,죽전동,분양,창죽마을 수지 벽산1단지,612,1997.09.27,"수지구 용구대로2771번길 68  (죽전동, 벽산1단지아파트)",경기 용인시 수지구 죽전동 832,127.106842175165,37.3364136934898
152,수지구,죽전동,분양,내대지마을 용인죽전동부센트레빌,536,1998.12.17,"수지구 대지로 139 (죽전동, 동부아파트)",경기 용인시 수지구 죽전동 172-1,127.12572686296,37.3308207243492
153,수지구,신봉동,분양,신봉마을 동부센트레빌 5단지,490,2010.09.24,"수지구 신봉1로 214 (신봉동, 신봉동부센트레빌5차아파트)",경기 용인시 수지구 신봉동 949,127.066572848259,37.3319662511779
154,수지구,신봉동,분양,서홍마을 한일아파트,296,2003.12.30,"수지구 신봉1로48번길 29  (신봉동, 한일아파트)",경기 용인시 수지구 신봉동 874,127.080819660427,37.3242608508507
155,수지구,신봉동,분양,서홍마을 벽산블루밍,246,2004.01.26,"수지구 신봉1로48번길 45 (신봉동, 벽산아파트)",경기 용인시 수지구 신봉동 876,127.083073893376,37.3243410133616
156,수지구,신봉동,분양,서홍마을 한화꿈에그린,404,2004.01.20,"수지구 신봉1로48번길 32 (신봉동, 서홍마을한화꿈에그린아파트)",경기 용인시 수지구 신봉동 880,127.081855570927,37.3234819167496
157,수지구,신봉동,분양,서홍마을 4단지(효성.현산),388,2004.01.10,"수지구 신봉1로 28 (신봉동, 서홍마을효성화운트빌아파트)",경기 용인시 수지구 신봉동 893,127.081732387572,37.3208968479859
158,수지구,신봉동,분양,서홍마을 우남퍼스트빌,962,2004.01.14,"수지구 신봉1로 27 (신봉동, 서홍마을우남퍼스트빌아파트)",경기 용인시 수지구 신봉동 905,127.081755032051,37.319200366708
159,수지구,신봉동,분양,신봉마을 자이 2차아파트,1626,2005.8.24(2004.12.29),"수지구 신봉2로 72 (신봉동, 신봉마을엘지자이2차아파트)",경기 용인시 수지구 신봉동 911,127.073006201223,37.3285206048701
160,수지구,신봉동,분양,신봉마을 자이3차,401,2007.03.30,"수지구 신봉1로71번길 25 (신봉동, 신봉마을자이3차아파트)",경기 용인시 수지구 신봉동 912,127.077827688844,37.3209209251706
161,수지구,죽전동,분양,내대지마을 죽전이편한세상아파트,141,2003.08.28,"수지구 대지로 148 (죽전동, 대림e편한세상)",경기 용인시 수지구 죽전동 1119,127.125806623534,37.3285791433447
162,수지구,죽전동,분양,대지마을 현대홈타운 3차 2단지,537,2003.04.04,"수지구 대지로15번길 60 (죽전동, 대지마을현대홈타운3차2단지아파트) ",경기 용인시 수지구 죽전동 1118,127.11474161271,37.3330204023368
163,수지구,죽전동,분양,도담마을  현대홈타운 4차 1단지,351,2003.04.02,"수지구 푸른솔로 55 (죽전동, 도담마을힐스테이트4차1단지아파트)",경기 용인시 수지구 죽전동 1116,127.116781371385,37.3257852846387
164,수지구,죽전동,분양,도담마을 롯데캐슬,231,2002.03.29,"수지구 대지로 64 (죽전동, 도담마을롯데캐슬아파트)",경기 용인시 수지구 죽전동 1115,127.116224131621,37.32828727849
165,수지구,신봉동,분양,신봉마을 동부센트레빌1단지,298,2010.05.03,"수지구 신봉1로172번길 8 (신봉동, 신봉마을센트레빌1차)",경기 용인시 수지구 신봉동 959,127.069648225532,37.3287865414389
166,수지구,신봉동,분양,신봉마을 동일하이빌2단지,232,2010.06.22,"수지구 신봉3로11번길 10-7 (신봉동, 신봉마을 동일하이빌2차)",경기 용인시 수지구 신봉동 987,127.067594630185,37.3260921140314
167,수지구,신봉동,분양,신봉마을 동일하이빌3단지,594,2010.09.17(2010.07.30),"수지구 신봉3로 25 (신봉동, 신봉마을동일하이빌3차)",경기 용인시 수지구 신봉동 985,127.064895049438,37.3265619821006
168,수지구,죽전동,분양,대지마을 중앙하이츠빌,271,2001.11.10,"수지구 현암로63번길 2 (죽전동, 대지마을중앙하이츠빌아파트)",경기 용인시 수지구 죽전동 1112,127.117023130661,37.3320946107826
169,수지구,신봉동,분양,신봉마을 동일하이빌 4단지,636,2010.10.04,"수지구 신봉3로12번길 9 (신봉동, 동일하이빌4차아파트)",경기 용인시 수지구 신봉동 976,127.064862201305,37.3302199204965
170,수지구,죽전동,분양,도담마을 죽전파크빌,561,1997.06.14,수지구 정든로 22 (죽전동),경기 용인시 수지구 죽전동 339,127.115846685568,37.3276836869479
171,수지구,성복동,분양,성동마을 수지자이2차,500,2010.09.27,"수지구 성복2로 184 (성복동, 성동마을수지자이2차아파트)",경기 용인시 수지구 성복동 762,127.067364215021,37.3191183396399
172,수지구,성복동,분양,버들치마을 성복 힐스테이트 3차,823,2010.06.06,"수지구 성복2로 220 (성복동, 버들치마을 힐스테이트3차)",경기 용인시 수지구 성복동 760,127.062646296865,37.3206362895327
173,수지구,동천동 ,분양,보뜨랑마을 벽산블루밍아파트,182,2004.11.12.(2004.06.30.),"수지구 신수로783번길 50 (동천동, 벽산아파트)",경기 용인시 수지구 동천동 912,127.098795974794,37.3425443581459
174,수지구,동천동 ,분양,동천마을동문굿모닝힐6차,220,2009.09.15(2007.10.31),"수지구 동천로 53 (동천동, 동문굿모닝힐6차아파트)",경기 용인시 수지구 동천동 913,127.096904395154,37.3400462851402
175,수지구,동천동 ,분양,동천마을동문굿모닝힐5차,1334,2009.09.11(2007.10.31),"수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트)",경기 용인시 수지구 동천동 914,127.098298727226,37.34097274539
176,수지구,동천동 ,분양,한빛마을 래미안이스트팰리스 4단지,620,2010.05.31,"수지구 동천로153번길 6 (동천동, 한빛마을래미안이스트팰리스4단지아파트)",경기 용인시 수지구 동천동 923,127.086447726322,37.3364560321794
177,수지구,동천동 ,분양,한빛마을 래미안이스트팰리스 3단지,885,2010.05.31,"수지구 동천로135번길 21 (동천동, 한빛마을래미안이스트팰리스3단지)",경기 용인시 수지구 동천동 932,127.087424512062,37.3340292884234
178,수지구,동천동 ,분양,한빛마을 래미안이스트팰리스 1단지,460,2010.05.31,"수지구 동천로153번길 7 (동천동, 한빛마을래미안이스트팰리스1단지아파트)",경기 용인시 수지구 동천동 935,127.087358201018,37.3363041704464
179,수지구,동천동 ,분양,한빛마을 래미안이스트팰리스 2단지,428,2010.05.31,"수지구 동천로113번길 10 (동천동, 한빛마을래미안이스트팰리스2단지아파트)",경기 용인시 수지구 동천동 938,127.09067319832,37.3371388240297
180,수지구,상현동,분양,심곡마을 광교힐스테이트,860,2009.10.29,"수지구 수지로 75 (상현동, 심곡마을광교힐스테이트아파트)",경기 용인시 수지구 상현동 1099,127.072725781919,37.3090507025409
181,수지구,상현동,분양,광교마을 웅진스타클래스 1단지,168,2011.12.28,"수지구 법조로 251 (상현동, 광교마을웅진스타클래스1단지)",경기 용인시 수지구 상현동 1107,127.074449326457,37.3012986515503
182,수지구,상현동,분양,광교마을 웅진스타클래스 2단지,220,2011.12.28,"수지구 법조로 252 (상현동, 광교웅진스타클래스2단지)",경기 용인시 수지구 상현동 1108,127.076070647606,37.3006839247267
183,수지구,상현동,분양,광교경남아너스빌,700,2011.11.30,"수지구 광교마을로 2 (상현동, 광교경남아너스빌)",경기 용인시 수지구 상현동 1115,127.067432179743,37.2985835294125
184,수지구,상현동,분양,광교마을 상록자이 아파트,1035,2012.07.27,"수지구 광교마을로 62 (상현동, 광교상록자이아파트)",경기 용인시 수지구 상현동 1134,127.071136107425,37.2980951617498
185,수지구,상현동,분양,심곡마을 현대프레미오아파트,300,2001.02.12,"수지구 수지로 41 (상현동, 현대프레미오아파트)",경기 용인시 수지구 상현동 168-1,127.0734962379,37.3068607108703
186,수지구,상현동,분양,상현마을 쌍용1차아파트(A단지),421,2001.12.05,"수지구 상현로 27 (상현동, 상현마을쌍용2차스윗닷홈A단지아파트)",경기 용인시 수지구 상현동 824,127.076533924181,37.3034007906717
187,수지구,상현동,분양,상현마을 현대성우2차아파트,198,2001.12.26,"수지구 상현로11번길 26 (상현동, 상현마을현대성우2차아파트)",경기 용인시 수지구 상현동 825,127.07811049245,37.3042019528875
188,수지구,상현동,분양,상현마을 금호베스트빌1단지,573,2001.03.31,"수지구 상현로 59 (상현동, 금호베스트빌1차아파트)",경기 용인시 수지구 상현동 827,127.079072481359,37.3054508703928
189,수지구,상현동,분양,상현마을 쌍용2차아파트(B단지),315,2001.12.05,"수지구 상현로 30-6 (상현동, 상현마을쌍용2차스윗닷홈B단지아파트)",경기 용인시 수지구 상현동 828,127.077234515132,37.3018801976153
190,수지구,상현동,분양,상현마을 쌍용3차아파트(C단지),251,2001.12.05,"수지구 상현로 30-9 (상현동, 상현마을쌍용2차스윗닷홈C단지아파트)",경기 용인시 수지구 상현동 831,127.07874712941,37.3015146416015
191,수지구,상현동,분양,상현마을 금호베스트빌2단지,407,2001.03.31,"수지구 상현로 58 (상현동, 금호베스트빌2차아파트)",경기 용인시 수지구 상현동 832,127.080547389653,37.3027759618892
192,수지구,상현동,분양,상현마을 금호베스트빌3단지,159,2002.02.27,"수지구 상현로42번길 40 (상현동, 금호베스트빌3차아파트)",경기 용인시 수지구 상현동 837,127.082410810687,37.3027374662266
193,수지구,상현동,분양,상현마을 동일스위트,312,2001.12.31,"수지구 상현로42번길 46 (상현동, 상현마을동일스위트아파트)",경기 용인시 수지구 상현동 838,127.081922638701,37.3043997658393
194,수지구,상현동,분양,상현마을 금호 베스트빌4단지,224,2002.02.27,"수지구 상현로 67-12 (상현동, 금호베스트빌4차아파트)",경기 용인시 수지구 상현동 840,127.080576318648,37.3055751000214
195,수지구,상현동,분양,상현마을 수지센트럴아이파크,895,2006.08.28,"수지구 상현로 101 (상현동, 상현마을수지센트럴아이파크)",경기 용인시 수지구 상현동 842,127.083316064975,37.307620805959
196,수지구,상현동,분양,상현마을 성우5차아파트 ,310,2003.10.21(2003.05.30),"수지구 상현로 119-6 (상현동, 상현마을 현대성우5차아파트)",경기 용인시 수지구 상현동 843,127.083896631359,37.3095322121113
197,수지구,상현동,분양,상현마을 현대2차아파트,498,2001.12.21,"수지구 상현로 2 (상현동, 상현마을현대2차아이파크아파트)",경기 용인시 수지구 상현동 853,127.073033189992,37.3017233813448
198,수지구,상현동,분양,서원마을 현대홈타운아파트,462,2001.02.17,"수지구 포은대로 231 (상현동, 서원마을 현대홈타운아파트)",경기 용인시 수지구 상현동 85-6,127.080916308005,37.3092751497397
199,수지구,상현동,분양,서원마을 3단지 아이파크,438,2002.09.06,"수지구 포은대로 219  (상현동, 서원마을3단지아이파크아파트)",경기 용인시 수지구 상현동 860,127.080031399666,37.3079232977462
200,수지구,상현동,분양,상현마을 성원상떼빌아파트,968,2002.12.16,"수지구 상현로 30-10 (상현동, 상현마을성원상떼빌아파트)",경기 용인시 수지구 상현동 866,127.077000005339,37.3005381667832
201,수지구,상현동,분양,서원마을 금호베스트빌 5단지,890,2002.12.04,"수지구 심곡로 16 (상현동, 서원마을금호베스트빌5단지아파트)",경기 용인시 수지구 상현동 867,127.078577793587,37.3077681224143
202,수지구,상현동,분양,풍산아파트,438,1997.11.17,"수지구 수지로78번길 20 (상현동, 풍산아파트)",경기 용인시 수지구 상현동 96-1,127.079168951147,37.3099961684187
203,수지구,동천동 ,분양,동천마을 영풍아파트,149,2003.07.14,"수지구 신수로783번길 22 (동천동, 영풍아파트)",경기 용인시 수지구 동천동 911,127.100490429468,37.3408252075103
204,수지구,동천동 ,분양,원천마을 푸르지오아파트,190,2003.04.29,"수지구 고기로 3 (동천동, 대우아파트)",경기 용인시 수지구 동천동 910,127.10120807185,37.3423585091681
205,수지구,동천동 ,분양,수진마을 신명스카이뷰,262,2004.01.17,"수지구 손곡로 53 (동천동, 수진마을신명스카이뷰아파트)",경기 용인시 수지구 동천동 870,127.096216416728,37.335938417693
206,수지구,성복동,분양,버들치마을 성복 힐스테이트 2차,689,2010.06.06,"수지구 성복1로164번길 13 (성복동, 현대힐스테이트2차)",경기 용인시 수지구 성복동 759,127.064298835594,37.3183227202926
207,수지구,성복동,분양,버들치마을 성복자이1차,719,2010.06.03,"수지구 성복1로164번길 20 (성복동, 버들치마을성복자이1차아파트)",경기 용인시 수지구 성복동 758,127.064868055335,37.3176034747725
208,수지구,성복동,분양,버들치마을 경남아너스빌 2차,214,2010.03.31,"수지구 성복1로163번길 11 (성복동, 버들치마을경남아너스빌2차아파트)",경기 용인시 수지구 성복동 754,127.060977964558,37.3159552995459
209,수지구,성복동,분양,버들치마을 경남아너스빌 1차,816,2007.06.14,"수지구 성복1로 157 (성복동, 버들치마을경남아너스빌1차아파트)",경기 용인시 수지구 성복동 753,127.06274043236,37.3159379794128
210,수지구,성복동,분양,성동마을 수지자이아파트,680,2006.05.30,"수지구 성복2로 174 (성복동, 성동마을수지자이아파트)",경기 용인시 수지구 성복동 752,127.068981158302,37.3215024435241
211,수지구,성복동,분양,푸른마을 푸르지오아파트,430,2004.10.22,"수지구 성복2로76번길 31 (성복동, 푸른마을 푸르지오아파트)",경기 용인시 수지구 성복동 741,127.079716297203,37.315676733321
212,수지구,성복동,분양,성동마을 LG빌리지 6차,956,2003.03.26,"수지구 성복2로 158 (성복동, 성동마을엘지빌리지6차아파트)",경기 용인시 수지구 성복동 731,127.070840827626,37.3191315368797
213,수지구,성복동,분양,성동마을 LG빌리지3차,1234,2002.08.28,"수지구 성복2로 126 (성복동, 성동마을LG빌리지3차아파트)",경기 용인시 수지구 성복동 726,127.071894854674,37.318624249987
214,수지구,성복동,분양,성남마을 벽산첼시빌2,951,2002.10.31,"수지구 성복1로 107 (성복동, 성남마을벽산첼시빌2차아파트)",경기 용인시 수지구 성복동 723,127.065383727095,37.3147275407863
215,수지구,성복동,분양,수지제일아이조움,133,2012.07.19,수지구 심곡로 87 (성복동),경기 용인시 수지구 성복동 33-5,127.081757585198,37.3107245169077
216,수지구,성복동,분양,성동마을 LG빌리지1차,1164,2001.02.19,"수지구 성복2로 86 (성복동, 성동마을LG빌리지1차아파트)",경기 용인시 수지구 성복동 155,127.07528876261,37.31695333469
217,수지구,상현동,분양,만현마을 9단지 엘지자이아파트,1034,2003.06.27,"수지구 만현로133번길 33 (상현동, 만현마을9단지엘지자이아파트)",경기 용인시 수지구 상현동 869,127.090792931685,37.3047866854939
218,수지구,상현동,분양,만현마을 3단지 성원상떼빌,554,2002.08.30,"수지구 만현로67번길 19 (상현동, 만현마을성원상떼빌아파트)",경기 용인시 수지구 상현동 864,127.090404899185,37.3094874133331
219,수지구,상현동,분양,만현마을 8단지 두산위브,556,2002.08.26,"수지구 만현로 127 (상현동, 만현마을8단지두산위브아파트)",경기 용인시 수지구 상현동 861,127.087711863009,37.3045669037746
220,수지구,상현동,분양,만현마을 1단지 롯데캐슬아파트,992,2002.09.18,"수지구 만현로 25 (상현동, 만현마을롯데캐슬아파트)",경기 용인시 수지구 상현동 859,127.090073064781,37.3112178333858
221,수지구,상현동,분양,만현마을 5단지아이파크,528,2002.04.30,"수지구 만현로 79 (상현동, 만현마을5단지아이파크아파트)",경기 용인시 수지구 상현동 858,127.087125703137,37.3092963306289
222,수지구,상현동,분양,만현마을 10단지 아이파크,584,2002.07.18,"수지구 상현로 142 (상현동, 만현마을10단지아이파크아파트)",경기 용인시 수지구 상현동 857,127.085095301061,37.3107490147914
223,수지구,상현동,분양,만현마을 2단지아이파크,404,2002.04.30,수지구 만현로67번길 9  (상현동),경기 용인시 수지구 상현동 856,127.087881148897,37.3094917471565
224,수지구,상현동,분양,상현마을 현대성우3차아파트,336,2002.04.25,"수지구 상현로 88 (상현동, 상현마을 현대성우3차아파트)",경기 용인시 수지구 상현동 855,127.083431033245,37.3032525044105
225,수지구,상현동,분양,만현마을 쌍용3차,375,2001.09.28,"수지구 만현로 99 (상현동, 만현마을쌍용스윗닷홈3차아파트)",경기 용인시 수지구 상현동 852,127.088452119999,37.3068568752278
226,수지구,상현동,분양,상현마을 현대성우1차,470,2001.09.15,"수지구 상현로 100 (상현동, 상현마을현대성우1차아파트)",경기 용인시 수지구 상현동 851,127.084472410819,37.3045167299046
227,수지구,상현동,분양,만현마을 쌍용1차아파트,992,2001.06.19,"수지구 만현로 107 (상현동, 만현마을쌍용1차아파트)",경기 용인시 수지구 상현동 850,127.089890628688,37.3054138643226
228,수지구,상현동,분양,수지 성원아파트,1744,1997.12.20,"수지구 진산로 24 (상현동, 성원상떼빌아파트)",경기 용인시 수지구 상현동 30,127.092792577773,37.3141394988568
229,수지구,상현동,분양,만현마을 동보2차아파트,702,1998.05.09,"수지구 포은대로 298 (상현동, 만현마을동보2차아파트)",경기 용인시 수지구 상현동 1,127.086908225259,37.3134183637284
230,수지구,동천동 ,분양,동천마을 동문3차아파트,181,2001.11.07.,"수지구 동천로 93 (동천동, 동문3차아파트)",경기 용인시 수지구 동천동 858,127.093917526737,37.3384365703794
231,수지구,동천동 ,분양,동천마을 현대1차홈타운,466,2002.04.29.,"수지구 수지로 487 (동천동, 동천마을현대홈타운아파트)",경기 용인시 수지구 동천동 859,127.099557264529,37.3397104310019
232,수지구,동천동 ,분양,동천마을 현대2차홈타운,1128,2002.04.17,"수지구 동천로63번길 10 (동천동, 동천마을현대2차홈타운)",경기 용인시 수지구 동천동 862,127.097356569169,37.3384624431927
233,수지구,동천동 ,분양,수진마을 써니밸리아파트,627,2004.01.26,"수지구 손곡로 82 (동천동, 수진마을써니밸리아파트)",경기 용인시 수지구 동천동 864,127.093192422082,37.3373805953074
234,수지구,동천동 ,분양,수진마을 2단지(효성.현산),344,2004.01.10,"수지구 손곡로 54 (동천동, 수진마을아이파크효성화운트빌아파트)",경기 용인시 수지구 동천동 868,127.097066708688,37.3374437960249
235,수지구,동천동 ,분양,수진마을 우미이노스빌,396,2004.01.20,"수지구 손곡로 67 (동천동, 수진마을우미이노스빌아파트)",경기 용인시 수지구 동천동 869,127.094152879344,37.3358683557694
236,수지구,죽전동,분양,인현마을 현대홈타운(101-105),162,2004.09.16,"수지구 탄천상로 7 (죽전동, 인현마을힐스테이트7차아파트)",경기 용인시 수지구 죽전동 1151,127.11158129507,37.3316949444179
237,수지구,죽전동,분양,인현마을 현대홈타운(201-206),194,2004.09.16,"수지구 탄천상로 6 (죽전동, 인현마을힐스테이트7차아파트)",경기 용인시 수지구 죽전동 1152,127.112212186294,37.3323916559125
238,수지구,죽전동,분양,현인마을 이-편한세상1단지,206,2006.02.21,"수지구 탄천상로 29 (죽전동, 현인마을이편한세상아파트)",경기 용인시 수지구 죽전동 1153,127.110980687671,37.3342417333537
239,수지구,죽전동,분양,성현마을 반도유보라,637,2004.06.30,"수지구 죽전로193번길 35 (죽전동, 성현마을반도유보라아파트)",경기 용인시 수지구 죽전동 1235,127.122416691929,37.3276729273013
